movieId,title,genres
4092,Аллигатор,Экшн|Ужасы|Научная фантастика
7440,Кэрри 2: Ярость,Ужасы
8433,Призрак дома на холме,Ужасы|Триллер
23539,Связанные насмерть,Драма|Ужасы|Триллер
113145,Деревня проклятых,Ужасы|Научная фантастика|Триллер
56514,Дети проклятых,Ужасы|Научная фантастика|Триллер
8907,Людоед,Ужасы|Триллер
6191,Рука-убийца,Комедия|Ужасы
17656,Ночь кометы,Комедия|Ужасы|Научная фантастика
34132,Роботы-убийцы,Экшн|Ужасы|Научная фантастика
4484,Мумия,Экшн|Adventure|Комедия|Фэнтези|Ужасы|Триллер
32185,Мумия,Ужасы|Романтика
5745,Мумия,Ужасы
8436,Дракула,Ужасы
8360,Франкенштейн,Драма|Ужасы|Научная фантастика
3144,Франкенштейн встречает Человека-волка,Ужасы
5754,Проклятие Франкенштейна,Ужасы
3151,Человек-волк,Драма|Фэнтези|Ужасы
5646,Вой 2: Стирба – Сука-оборотень,Ужасы
10870,Тарантул,Ужасы|Научная фантастика
8138,Шоу ужасов Рокки Хоррора,Комедия|Ужасы|Мюзикл|Научная фантастика
8369,Нечто,Ужасы|Научная фантастика
6257,Вторжение похитителей тел,Ужасы|Научная фантастика|Триллер
1138780,Болотная тварь,Ужасы|Научная фантастика
7102,Боязнь пауков,Комедия|Ужасы
8134,Ведьма из Блэр: Курсовая с того света,Драма|Ужасы|Триллер
3449,Лэйк Плэсид: Озеро страха,Ужасы|Триллер
7094,Призрак дома на холме,Ужасы|Триллер
9528,Глубокое синее море,Экшн|Ужасы|Научная фантастика|Триллер
15017,Родственник,Ужасы|Научная фантастика
1680,Магазинчик ужасов,Комедия|Ужасы|Мюзикл
4235,Лавка ужасов,Комедия|Ужасы
28202,Смертельные истории,Ужасы
395,Шестое чувство,Драма|Ужасы|Мистика
19142,Колодец и маятник,Ужасы
19134,Маска красной смерти,Ужасы
1823,Кошачий глаз,Ужасы
2303,Омен 2: Дэмиен,Ужасы
22698,Омен III: Последний конфликт,Ужасы|Триллер
14941,Американский оборотень в Париже,Комедия|Ужасы|Романтика|Триллер
91829,Perfect Blue (1997),Анимация|Ужасы|Мистика|Триллер
6181,Жена астронавта,Ужасы|Научная фантастика|Триллер
11016,Отзвуки эха,Ужасы|Мистика|Триллер
12345,Ночь страха,Комедия|Ужасы|Триллер
20239,Ночь страха 2,Ужасы
7433,Адская ночь,Ужасы
1969,Темная половина,Ужасы|Мистика
9916,Обезьяна-убийца,Ужасы|Научная фантастика
95341,Салемские вампиры,Ужасы|Научная фантастика
4697,Психо 2,Ужасы|Мистика|Триллер
9744,Психо 3,Ужасы|Триллер
6506,Летучие мыши,Ужасы|Триллер
15861,Страж,Ужасы|Триллер
35516,Царь зла,Ужасы|Триллер
3546,Дом ночных призраков,Ужасы|Триллер
20816,Невеста реаниматора,Комедия|Ужасы
7458,Калейдоскоп ужасов,Ужасы
7453,Калейдоскоп ужасов 2,Ужасы
55945,Реаниматор,Комедия|Ужасы|Научная фантастика
8855,Смертельная забава,Ужасы
4106,Пираньи,Ужасы|Научная фантастика
8427,Отвращение,Драма|Ужасы
5622,Сонная Лощина,Фэнтези|Ужасы|Мистика|Романтика
6298,Конец света,Экшн|Фэнтези|Ужасы|Мистика|Триллер
6235,Баффи – истребительница вампиров,Экшн|Комедия|Ужасы
2259,Крик 3,Комедия|Ужасы|Мистика|Триллер
28609,Баба Яга,Ужасы
29641,Съеденные заживо,Ужасы
332380,В черной дыре,Ужасы|Научная фантастика|Триллер
106284,Кровавый пир,Ужасы
11637,Девятые врата,Фэнтези|Ужасы|Мистика|Триллер
6784,Готика,Драма|Ужасы
7355,Лестница Иакова,Ужасы|Мистика
1574,Мизери,Драма|Ужасы|Триллер
588,Американский психопат,Криминал|Ужасы|Мистика|Триллер
8432,Что случилось с Бэби Джейн?,Драма|Ужасы|Триллер
9418,Голод,Ужасы
17440,Ворон 3: Спасение,Экшн|Ужасы
21775,Эксперимент «Карнозавр»,Ужасы|Научная фантастика
15274,Эксперимент «Карнозавр 2»,Ужасы|Научная фантастика
37661,Эксперимент «Карнозавр 3»,Ужасы|Научная фантастика
5195,Скрытые,Экшн|Ужасы|Научная фантастика
37235,Преисподняя,Ужасы
226228,Карнавал душ,Ужасы|Триллер
8744,Снежный человек,Ужасы|Научная фантастика
222496,Город живых мертвецов,Ужасы
32972,Куотермасс и колодец,Ужасы|Научная фантастика
17134,Повелитель кукол,Ужасы|Научная фантастика|Триллер
63721,Повелитель кукол 2,Ужасы|Научная фантастика|Триллер
15548,Повелитель кукол 3: Месть Тулона,Ужасы|Научная фантастика|Триллер
33459,Повелитель кукол 4,Ужасы|Научная фантастика|Триллер
9655,Повелитель кукол 5: Последняя глава,Ужасы|Научная фантастика|Триллер
15780,Голова-ластик,Драма|Ужасы
1976,Коматозники,Ужасы|Научная фантастика|Триллер
28635,Атомная школа,Комедия|Ужасы
4258,Токсичный мститель,Комедия|Ужасы
25299,Токсичный мститель 2,Комедия|Ужасы
25298,Токсичный мститель 3: Последнее искушение Токси,Комедия|Ужасы
22137,Ночь кошмаров,Комедия|Ужасы|Научная фантастика|Триллер
7471,Сердце Ангела,Film-Noir|Ужасы|Мистика|Триллер
1826,Порождающая огонь,Ужасы|Триллер
3681,Лунатики,Ужасы
2236,Почти стемнело,Ужасы|Вестерн
2752,Ярость,Ужасы
15156,Видение,Ужасы|Научная фантастика|Триллер
5932,Очень страшное кино,Комедия|Ужасы
879,Что скрывает ложь,Драма|Ужасы|Мистика
5080,Невидимка,Ужасы|Научная фантастика|Триллер
6985,Пляжный психоз,Комедия|Ужасы|Триллер
749640,"Black Sabbath (Tre volti della paura, I) (1963)",Ужасы
165270,"Мозг, который не мог умереть",Ужасы|Научная фантастика
15921,Фантазм 2,Экшн|Фэнтези|Ужасы|Научная фантастика|Триллер
32725,Фантазм 3,Ужасы
33611,Фантазм 4: Забвение,Ужасы
2294,Тыквоголовый,Ужасы
64760,Спящий лагерь,Ужасы
82364,Ильза – волчица СС,Ужасы
17883,Винтовая лестница,Ужасы|Мистика|Триллер
630,Клетка,Драма|Ужасы|Триллер
5005,Городские легенды 2: Последний отрезок,Ужасы
35614,Восставший из ада,Ужасы
35613,Восставший из ада 2,Ужасы
33788,Восставший из ада 3: Ад на Земле,Ужасы
3122,Эбботт и Костелло встречают Франкенштейна,Комедия|Ужасы
63786,Тварь из Чёрной лагуны,Adventure|Ужасы|Научная фантастика
8364,Человек-невидимка,Ужасы|Научная фантастика
61986,Землеройки-убийцы,Ужасы|Научная фантастика
32581,Кровавая вечеринка,Ужасы
34461,Кровавая вечеринка 2,Ужасы
31874,Кровавая вечеринка 3,Ужасы
34594,Резня в женской общаге,Ужасы
21524,Крепкие орешки,Ужасы
15923,Гоблины 2,Комедия|Ужасы
21858,Ведьма из Блэр 2: Книга теней,Криминал|Ужасы|Мистика|Триллер
17176,Дракула 2000,Ужасы
825,Тень вампира,Драма|Ужасы
57179,В объятиях паука,Ужасы|Научная фантастика
2894,Зловещие мертвецы,Фэнтези|Ужасы|Триллер
14905,Челюсти 4: Месть,Ужасы|Триллер
4756,Пропащие ребята,Комедия|Ужасы|Триллер
3683,Взвод чудовищ,Adventure|Комедия|Ужасы
5193,Мой демонический любовник,Комедия|Ужасы
18109,День Святого Валентина,Ужасы|Мистика
686,Ганнибал,Ужасы|Триллер
19125,Ужасный доктор Файбс,Ужасы|Мистика
3596,Охотник на людей,Экшн|Криминал|Драма|Ужасы|Триллер
4673107,Падение дома Ашеров,Ужасы
72556,Фауст,Драма|Фэнтези|Ужасы
8875,Нечто с двумя головами,Комедия|Ужасы|Научная фантастика
22581,Суспирия,Ужасы
7409,Капля,Ужасы|Научная фантастика
9238,Смертельная ярость,Экшн|Комедия|Ужасы|Научная фантастика
7289,Леди в белом,Ужасы|Мистика|Триллер
6160,Логово белого червя,Комедия|Ужасы
17159,Возвращение живых мертвецов,Комедия|Ужасы|Научная фантастика
15943,Змей и радуга,Ужасы
55181,"Тэцуо, железный человек",Экшн|Ужасы|Научная фантастика|Триллер
60832,Исцеление,Криминал|Ужасы|Триллер
89584,Святая кровь,Драма|Ужасы|Мистика|Триллер
258545,Отчим,Ужасы|Триллер
49899,Существо в корзине,Комедия|Ужасы
13990,Воскрешение,Ужасы
494,Другие,Драма|Ужасы|Мистика|Триллер
823,Девятая сессия,Ужасы|Триллер
3849,Призраки Марса,Ужасы|Научная фантастика|Триллер
7316,Джиперс Криперс,Ужасы
5678,Плетеный человек,Драма|Ужасы|Мистика|Триллер
20244,Легенда адского дома,Ужасы|Триллер
15781,Призрак рая,Комедия|Фэнтези|Ужасы|Мюзикл|Триллер
95617,13 призраков,Ужасы
2918,Зловещие мертвецы 2,Криминал|Ужасы|Мистика
198058,Бугимен,Ужасы
279880,Подмена,Ужасы|Мистика|Триллер
23770,Мистер Бонс,Ужасы
677,Из ада,Криминал|Ужасы|Мистика|Триллер
7639,Тринадцать привидений,Ужасы|Триллер
14390,Когда звонит незнакомец,Ужасы|Триллер
662,Хребет дьявола,Драма|Фэнтези|Ужасы|Триллер|War
759,Человек-мотылек,Драма|Фэнтези|Ужасы|Мистика|Триллер
6268,А теперь не смотри,Драма|Ужасы|Триллер
22412,Королева проклятых,Фэнтези|Ужасы
15674,Вендиго,Драма|Ужасы
8236,D: Жажда крови,Анимация|Фэнтези|Ужасы|Научная фантастика
748511,Зомби-мудак,Ужасы
83727,Твари из бездны,Ужасы|Научная фантастика
9220,Адский мотель,Комедия|Ужасы
801,Обитель зла,Экшн|Ужасы|Научная фантастика|Триллер
613,Блэйд 2,Экшн|Ужасы|Триллер
13353,Лесной наблюдатель,Children|Ужасы|Мистика|Триллер
4905,Джейсон Х,Ужасы|Научная фантастика|Триллер
200978,Вторжение гигантских пауков,Ужасы|Научная фантастика
7455,Серебряная пуля,Adventure|Драма|Ужасы|Мистика|Триллер
14490,Хэллоуин: Воскрешение,Ужасы|Триллер
20787,Атака пауков,Экшн|Комедия|Ужасы|Научная фантастика
521,"Носферату, симфония ужаса",Ужасы
832,Знаки,Ужасы|Научная фантастика|Триллер
1777,Рой,Экшн|Ужасы|Научная фантастика
22255,Страх.сом,Криминал|Ужасы|Триллер
25450,Последний дом слева,Криминал|Ужасы|Триллер
18050,Дипломная работа,Драма|Ужасы|Триллер
20325,У холмов есть глаза,Ужасы
54784,"Годзилла, король монстров!",Ужасы|Научная фантастика
5749,Дракула,Ужасы
13148,Глубина,Ужасы
804,Звонок,Ужасы|Мистика|Триллер
231031,Без предупреждения,Ужасы|Научная фантастика
171910,Лики смерти,Documentary|Ужасы
189727,Лики смерти 3,Documentary|Ужасы
2251,Галактика ужаса,Экшн|Ужасы|Мистика|Научная фантастика
20199,История с привидениями,Драма|Ужасы
30929,С Днём рождения меня,Ужасы|Мистика
14592,Сотворивший красоток,Драма|Ужасы|Научная фантастика|Триллер
33714,Мой кровавый Валентин,Драма|Ужасы|Триллер
25527,Рыба-убийца,Ужасы|Научная фантастика
5901,Корабль-призрак,Ужасы
14105,В компании волков,Фэнтези|Ужасы
654,Псы-воины,Экшн|Ужасы
24084,Сканеры,Ужасы|Научная фантастика|Триллер
4583,Они,Ужасы|Триллер
15768,Курочки-байкеры в городе зомби,Комедия|Ужасы
165229,Я плюю на ваши могилы,Ужасы|Триллер
77184,Посетитель Q,Комедия|Драма|Ужасы
51679,Зверь внутри,Ужасы
150422,Атака Крабов-Монстров,Ужасы|Научная фантастика
29836,Чёрное Рождество,Ужасы|Мистика|Триллер
8105,Темнота наступает,Ужасы|Триллер
6473,Свидание с незнакомцем,Ужасы|Триллер
669,Пункт назначения 2,Ужасы|Триллер
416180,Жизнь и приключения робота-подростка,Драма|Ужасы
37691,Дрожь,Ужасы|Мистика|Триллер
463634,Веном,Ужасы|Триллер
12520,Белая собака,Драма|Ужасы|Триллер
11559,Уиллард,Драма|Ужасы|Триллер
8438,Звонок,Ужасы|Мистика|Триллер
6060,Ловец снов,Драма|Ужасы|Научная фантастика|Триллер
6333,Дом 1000 трупов,Ужасы
708,Идентификация,Криминал|Ужасы|Мистика|Триллер
4901,Поворот не туда,Ужасы|Триллер
195870,Безумцы,Экшн|Драма|Ужасы|Научная фантастика|Триллер
577,28 дней спустя,Экшн|Ужасы|Научная фантастика
41957,Ring of Terror (1962),Ужасы
11619,Жилец,Драма|Ужасы|Мистика|Триллер
8005,Фредди против Джейсона,Экшн|Ужасы|Триллер
13614,Музей восковых фигур,Криминал|Ужасы|Мистика|Триллер
2280,Лучший друг человека,Ужасы|Научная фантастика|Триллер
39040,Нападение людей-кукол,Ужасы|Научная фантастика
737699,Tremors (1990),Комедия|Ужасы|Научная фантастика
14529,Дракула,Ужасы|Романтика
7314,Джиперс Криперс 2,Ужасы|Триллер
8027,Лихорадка,Ужасы|Триллер
25514,Дети ночи,Ужасы
9917,День мертвецов,Ужасы|Научная фантастика|Триллер
6045,Однажды укушенный,Комедия|Ужасы
8857,Черви,Ужасы|Романтика
17516,Выводок,Ужасы
8033,Другой мир,Экшн|Фэнтези|Ужасы
2900,Бабба Хо-Теп,Комедия|Ужасы
8853,Видеодром,Фэнтези|Ужасы|Научная фантастика|Триллер
703263,Phenomena (a.k.a. Creepers) (1985),Ужасы|Мистика|Триллер
680,Оборотень,Драма|Ужасы|Триллер
89877,Заражение,Экшн|Ужасы|Научная фантастика
1047,Дом мертвецов,Экшн|Ужасы
8094,Техасская резня бензопилой,Ужасы
5002,Очень страшное кино 3,Комедия|Ужасы
3526,Готика,Ужасы|Триллер
5274,Особняк с привидениями,Children|Комедия|Фэнтези|Ужасы
8347,Глубокой ночью,Ужасы|Мистика
79544,Забавные игры,Драма|Ужасы|Триллер
8418,Кабинет доктора Калигари,Криминал|Фэнтези|Ужасы
6257,Вторжение похитителей тел,Ужасы|Мистика|Научная фантастика|Триллер
604,Королевская битва,Экшн|Драма|Ужасы|Триллер
4206,Иствикские ведьмы,Комедия|Фэнтези|Ужасы|Триллер
31808,Коллекционер,Драма|Ужасы|Триллер
2338,Красные клетки,Ужасы|Мистика|Триллер
8342,Дьяволицы,Ужасы|Мистика|Триллер
6053,Лепрекон,Комедия|Ужасы
8038,Возвращение реаниматора,Ужасы
953,Доктор Джекилл и мистер Хайд,Драма|Ужасы
55149,Ичи-киллер,Экшн|Комедия|Криминал|Драма|Ужасы|Триллер
202859,Замученный,Ужасы|Триллер
41934,Потерянный скелет Кадавры,Комедия|Ужасы|Научная фантастика
8202,Ведьма хип-хопа,Комедия|Ужасы|Триллер
2206,Клуб страха,Комедия|Ужасы
36544,Рассвет мертвецов,Экшн|Драма|Ужасы|Триллер
5052,Хеллбой: Герой из пекла,Экшн|Adventure|Фэнтези|Ужасы
8371,Рассвет мертвецов,Экшн|Драма|Ужасы
53267,Обжоры,Комедия|Ужасы
3568,Другой,Драма|Ужасы|Триллер
3491,Ван Хельсинг,Экшн|Adventure|Фэнтези|Ужасы
6503,Детоксикация,Ужасы|Триллер
1366469,Martin (1977),Драма|Ужасы
25162,Бумажный дом,Фэнтези|Ужасы|Триллер
63539,Кайдан: Повествование о загадочном и ужасном,Ужасы
15535,Воскрешение Каина,Ужасы|Триллер
94588,Особняк «Красная роза»,Ужасы|Мистика|Триллер
19127,Великий инквизитор,Ужасы
65521,Противостояние,Экшн|Комедия|Фэнтези|Ужасы
178552,Люди-кошки,Драма|Ужасы|Романтика|Триллер
56309,Мертвая хватка,Драма|Ужасы
88691,Дрожь земли 2: Повторный удар,Комедия|Ужасы|Научная фантастика
88690,Дрожь земли 3,Комедия|Ужасы|Научная фантастика
107462,Чума зомби,Ужасы
79983,Я гуляла с зомби,Драма|Ужасы
19135,Последний человек на Земле,Драма|Ужасы|Научная фантастика
8721,Франкенштейн должен быть уничтожен,Драма|Ужасы|Научная фантастика
9557,Люди под лестницей,Ужасы|Мистика|Триллер
23074,Ночной народ,Фэнтези|Ужасы
65922,История двух сестёр,Драма|Ужасы|Мистика|Триллер
36003,Извне,Ужасы|Научная фантастика
1239782,Dolls (1987),Ужасы
197152,Ведро крови,Комедия|Ужасы
47238,Тёмные воды,Драма|Ужасы|Мистика|Триллер
601104,Невиданный цветок,Криминал|Ужасы|Триллер
17031,Франкенштейн освобожденный,Драма|Ужасы|Научная фантастика
3092,Неуязвимый человек,Криминал|Ужасы|Научная фантастика
79261,Женщина-оса,Ужасы|Научная фантастика
220350,Нападение гигантских пиявок,Ужасы|Научная фантастика
15323,Изнанка долины кукол,Комедия|Ужасы
9923,Ночь живых мертвецов,Ужасы
8091,Охотники за разумом,Экшн|Криминал|Ужасы|Мистика|Триллер
4297013,Hour of the Wolf (Vargtimmen) (1968),Драма|Ужасы
8431,Портрет Дориана Грея,Драма|Фэнтези|Ужасы
146750,Годзилла против Мехагодзиллы,Экшн|Ужасы|Научная фантастика
8430,Уродцы,Криминал|Драма|Ужасы
38897,Доктор Джекилл и мистер Хайд,Драма|Ужасы
64232,Восставшие из мертвых,Экшн|Комедия|Ужасы|Научная фантастика
5719,Дом ужасов доктора Террора,Ужасы|Научная фантастика
68617,Завещание доктора Мабузе,Криминал|Ужасы|Мистика|Триллер
41949,Чужой против Хищника,Экшн|Ужасы|Научная фантастика|Триллер
11911,Изгоняющий дьявола: Начало,Ужасы|Триллер
40676,Анаконда 2: Охота за проклятой орхидеей,Adventure|Драма|Ужасы|Научная фантастика|Триллер
24186,Обитель зла 2: Апокалипсис,Экшн|Ужасы|Научная фантастика|Триллер
64021,Зомби по имени Шон,Комедия|Ужасы
3875,Смерть среди айсбергов,Экшн|Драма|Ужасы|Триллер
94732,Ад каннибалов 2,Ужасы
11622,Бал вампиров,Комедия|Ужасы
71065,Проклятие,Ужасы|Мистика|Триллер
64187,Пила: Игра на выживание,Ужасы|Мистика|Триллер
76903,Потомство Чаки,Комедия|Ужасы
22022,Блэйд 3: Троица,Экшн|Фэнтези|Ужасы|Триллер
19162,Человек-невидимка возвращается,Ужасы|Научная фантастика
38519,Горбун из Нотр Дама,Драма|Ужасы
13361,"Тише... тише, милая Шарлотта",Ужасы|Триллер
83056,Женщина-демон,Драма|Ужасы|War
8715,Возвращение доктора Файбса,Adventure|Комедия|Ужасы|Романтика
92077,Монахини из Сант-Арканджело,Ужасы|Триллер
329472,Трилогия ужаса,Ужасы|Триллер
34851,Части: Ужас клонов,Ужасы|Научная фантастика
18018,Любовь с первого укуса,Комедия|Ужасы|Романтика
7115,Сумеречная зона,Фэнтези|Ужасы|Научная фантастика|Триллер
34260,"Тихая ночь, смертельная ночь",Ужасы|Триллер
14515,Князь тьмы,Фэнтези|Ужасы|Научная фантастика|Триллер
36996,Китайская история призраков,Экшн|Фэнтези|Ужасы|Романтика
33468,Клоуны-убийцы из космоса,Комедия|Ужасы|Научная фантастика
